uid,iid,rating
385,31,5.0
514,31,5.0
1288,31,3.0
1001,31,5.0
1188,31,5.0
1532,31,5.0
489,31,5.0
423,31,5.0
1336,31,5.0
299,31,5.0
325,31,4.0
17,31,5.0
323,31,5.0
1183,31,5.0
116,31,5.0
778,31,5.0
850,31,4.0
102,31,2.0
194,32,5.0
970,32,5.0
1584,32,4.0
1109,32,3.0
1260,32,5.0
334,32,5.0
1215,32,5.0
734,32,5.0
656,32,5.0
1496,32,1.0
155,32,5.0
1049,32,3.0
1291,32,5.0
1236,32,4.0
809,33,5.0
623,33,5.0
808,33,5.0
765,33,5.0
1291,33,4.0
898,33,5.0
1448,34,5.0
136,34,4.0
1197,34,4.0
933,34,5.0
665,34,5.0
444,34,5.0
334,34,5.0
463,34,5.0
1682,34,5.0
682,34,5.0
1629,34,5.0
195,34,4.0
154,34,5.0
447,34,5.0
1063,34,5.0
956,34,1.0
557,34,5.0
97,35,5.0
587,35,3.0
1202,35,5.0
1465,35,5.0
1575,35,3.0
869,36,5.0
1458,36,5.0
519,36,4.0
182,36,5.0
680,36,5.0
228,37,5.0
587,37,2.0
863,37,5.0
1050,37,5.0
367,37,1.0
1361,37,4.0
223,38,5.0
1458,38,4.0
1,38,1.0
152,38,4.0
1396,38,5.0
1087,39,5.0
851,39,3.0
1386,39,5.0
1072,39,4.0
1567,39,4.0
840,39,5.0
1343,39,3.0
837,39,3.0
157,39,4.0
1643,40,4.0
1665,40,5.0
288,40,5.0
77,40,5.0
916,40,2.0
390,40,4.0
888,40,5.0
1072,40,3.0
860,40,5.0
89,40,5.0
246,40,5.0
1598,40,5.0
710,40,5.0
351,40,2.0
410,41,5.0
921,41,5.0
682,41,5.0
740,41,5.0
1175,41,5.0
1576,41,5.0
1060,42,5.0
1170,42,1.0
1019,42,5.0
1034,42,5.0
1375,42,5.0
408,42,5.0
1503,42,1.0
953,42,5.0
819,42,5.0
1,43,5.0
608,43,5.0
498,43,2.0
89,43,2.0
125,43,5.0
88,43,2.0
1270,44,3.0
1241,44,4.0
686,44,5.0
1358,44,2.0
1606,44,5.0
1375,44,5.0
107,44,5.0
792,44,5.0
1107,44,1.0
1628,44,4.0
953,44,5.0
604,45,5.0
1108,45,5.0
918,45,5.0
373,45,5.0
172,45,5.0
1589,46,5.0
199,46,4.0
136,46,5.0
1270,46,5.0
143,46,5.0
21,46,5.0
784,46,5.0
636,46,5.0
1,46,4.0
373,46,5.0
1372,46,5.0
1195,46,5.0
334,46,3.0
1606,46,5.0
158,46,5.0
886,46,5.0
856,46,5.0
682,46,5.0
1375,46,5.0
963,46,5.0
505,46,5.0
1592,46,5.0
1073,46,5.0
1684,46,3.0
1103,46,5.0
76,46,5.0
1279,46,5.0
1183,46,4.0
170,46,5.0
990,46,5.0
1344,46,3.0
402,46,5.0
819,46,5.0
1040,46,4.0
1002,46,2.0
108,47,3.0
92,47,5.0
11,47,5.0
1163,47,5.0
296,47,5.0
899,47,5.0
918,47,5.0
485,47,5.0
915,47,5.0
713,47,5.0
1260,47,4.0
204,47,5.0
1606,47,5.0
1580,47,4.0
1424,47,5.0
181,47,2.0
167,47,5.0
1437,47,5.0
89,47,5.0
792,47,4.0
1649,47,5.0
172,47,5.0
1609,47,5.0
538,47,5.0
224,47,5.0
341,47,5.0
1277,47,4.0
806,47,3.0
869,48,5.0
1588,48,5.0
741,48,5.0
784,48,5.0
63,48,5.0
933,48,5.0
78,48,5.0
1545,48,5.0
373,48,5.0
1034,48,5.0
813,48,4.0
1113,48,5.0
1153,48,5.0
200,48,5.0
160,48,5.0
1639,48,5.0
821,48,5.0
24,48,5.0
1612,48,5.0
1121,48,5.0
774,48,5.0
710,48,5.0
1189,48,5.0
40,48,5.0
1604,48,5.0
575,49,5.0
329,49,5.0
63,49,5.0
1,49,5.0
1563,49,2.0
466,49,5.0
318,49,5.0
186,49,5.0
458,49,5.0
1487,50,5.0
1400,50,5.0
337,50,5.0
1652,50,4.0
1173,50,5.0
282,50,5.0
1638,51,3.0
1445,51,4.0
864,51,3.0
176,51,2.0
1630,51,2.0
1032,52,5.0
464,52,5.0
1504,52,3.0
1358,52,5.0
334,52,5.0
541,52,5.0
944,52,5.0
282,52,5.0
1472,53,5.0
45,53,5.0
756,53,4.0
287,53,4.0
506,53,3.0
1685,54,1.0
910,54,1.0
933,54,3.0
309,54,5.0
827,54,5.0
1419,54,5.0
357,54,5.0
1663,54,1.0
1505,55,5.0
1154,55,5.0
910,55,1.0
827,55,5.0
1419,55,5.0
1234,56,2.0
933,56,1.0
827,56,3.0
1566,56,5.0
500,56,5.0
1478,56,4.0
1568,57,1.0
422,57,5.0
136,57,4.0
685,57,5.0
1327,57,4.0
827,57,5.0
619,57,5.0
1552,57,5.0
561,57,5.0
1565,57,5.0
1487,57,5.0
953,57,5.0
42,57,5.0
415,57,5.0
1060,58,5.0
1375,58,5.0
1370,58,4.0
859,58,5.0
1344,58,4.0
1341,58,4.0
458,58,5.0
1166,59,4.0
1469,59,4.0
748,59,4.0
1260,59,5.0
541,59,3.0
1049,59,5.0
850,59,4.0
664,60,5.0
1166,60,5.0
1469,60,5.0
1281,60,5.0
1049,60,5.0
1338,60,5.0
1291,60,5.0
1469,61,3.0
501,61,5.0
859,61,5.0
541,61,5.0
84,61,5.0
1338,61,4.0
664,62,5.0
194,62,5.0
1188,62,5.0
730,62,5.0
867,62,5.0
286,62,5.0
325,62,5.0
1014,62,5.0
437,62,5.0
1199,62,5.0
1628,62,5.0
1555,62,5.0
541,62,5.0
1049,62,5.0
1338,62,5.0
1291,62,5.0
1642,62,5.0
439,62,5.0
1619,63,5.0
1188,63,5.0
1532,63,5.0
489,63,5.0
1373,63,5.0
1014,63,4.0
1183,63,5.0
290,63,5.0
155,63,5.0
1042,63,5.0
84,63,5.0
1210,64,5.0
1637,64,5.0
686,64,5.0
1193,64,5.0
1590,64,3.0
588,64,3.0
743,64,5.0
618,64,5.0
953,64,5.0
439,64,4.0
431,65,5.0
129,65,2.0
506,65,5.0
259,65,5.0
391,65,5.0
1189,65,5.0
108,66,2.0
519,66,5.0
1370,66,5.0
677,66,5.0
1199,66,5.0
638,66,5.0
243,67,4.0
1615,67,4.0
1393,67,4.0
1665,67,3.0
314,67,3.0
1039,67,3.0
1031,67,3.0
1044,67,3.0
1541,67,3.0
303,67,2.0
1546,67,3.0
958,67,1.0
1561,67,4.0
1307,67,3.0
845,67,3.0
231,67,3.0
254,67,3.0
343,67,4.0
679,67,3.0
1434,67,4.0
705,67,3.0
1221,67,3.0
1274,67,3.0
170,67,3.0
212,67,3.0
576,67,5.0
919,67,3.0
1560,67,4.0
1405,67,5.0
1121,67,4.0
1024,67,4.0
1204,67,3.0
457,67,3.0
881,67,1.0
470,67,2.0
942,67,3.0
1672,68,1.0
1154,68,4.0
1122,68,4.0
1282,68,5.0
236,68,4.0
818,68,5.0
1574,69,5.0
893,69,4.0
279,69,5.0
480,69,5.0
1331,69,5.0
1,69,5.0
977,69,4.0
1669,69,5.0
767,69,5.0
23,69,5.0
1577,69,3.0
306,70,5.0
1194,70,5.0
564,70,5.0
21,70,4.0
1566,70,5.0
1621,70,1.0
1197,71,5.0
180,71,5.0
987,71,1.0
977,71,1.0
27,71,1.0
1575,71,1.0
866,71,5.0
285,71,5.0
1659,71,5.0
1414,71,1.0
949,71,5.0
514,72,5.0
731,72,5.0
683,72,4.0
38,72,5.0
1642,72,5.0
1227,73,4.0
1209,73,5.0
1165,73,3.0
345,73,4.0
313,73,4.0
1330,73,5.0
416,74,4.0
202,74,5.0
488,74,2.0
1452,74,5.0
1567,74,4.0
1024,74,5.0
385,75,4.0
604,75,5.0
1568,75,4.0
815,75,1.0
1606,75,5.0
963,75,4.0
505,75,1.0
1406,75,4.0
1360,75,5.0
859,75,5.0
837,75,4.0
561,76,5.0
792,76,5.0
1610,76,5.0
593,76,5.0
106,76,5.0
455,77,3.0
502,77,4.0
815,77,3.0
1051,77,5.0
1363,77,4.0
544,77,5.0
343,77,4.0
1567,77,5.0
1609,77,5.0
467,77,5.0
538,77,5.0
1140,77,4.0
159,77,5.0
819,77,4.0
823,78,4.0
1474,78,3.0
1531,78,1.0
69,78,4.0
806,78,1.0
699,79,4.0
655,79,5.0
162,79,5.0
1188,79,4.0
267,79,2.0
665,79,5.0
188,79,5.0
662,79,5.0
337,79,5.0
1543,79,5.0
1372,79,5.0
204,79,5.0
1559,79,4.0
719,79,3.0
111,79,2.0
977,79,5.0
674,79,5.0
1627,79,5.0
1592,79,5.0
608,79,5.0
276,79,1.0
1681,79,3.0
988,79,5.0
472,79,5.0
1531,79,3.0
499,79,4.0
116,79,1.0
1646,79,5.0
1659,79,4.0
1252,79,4.0
1135,79,3.0
332,79,5.0
1564,79,5.0
1002,79,4.0
557,79,3.0
913,79,5.0
604,80,5.0
1504,80,5.0
454,80,5.0
1310,80,5.0
453,80,2.0
334,80,5.0
64,80,4.0
109,80,4.0
1632,81,2.0
1665,81,5.0
1207,81,5.0
1044,81,5.0
1591,81,5.0
1627,81,5.0
3,81,1.0
998,81,5.0
873,81,4.0
1279,81,5.0
989,81,1.0
1229,81,4.0
1348,81,3.0
739,82,4.0
777,82,5.0
601,82,3.0
21,82,5.0
401,82,4.0
435,82,5.0
943,82,4.0
528,82,4.0
1090,82,5.0
1515,82,4.0
1392,82,4.0
631,82,4.0
12,82,5.0
1606,82,5.0
303,82,4.0
1309,82,4.0
1420,82,5.0
305,82,4.0
122,82,3.0
929,82,4.0
1449,82,3.0
387,82,3.0
924,82,4.0
264,82,5.0
367,82,4.0
409,82,4.0
487,82,5.0
945,82,5.0
219,82,4.0
1045,82,5.0
282,82,1.0
1272,82,4.0
95,82,4.0
291,82,5.0
415,82,4.0
894,83,5.0
100,83,5.0
1332,83,2.0
324,83,5.0
1439,83,5.0
1503,83,2.0
152,83,5.0
40,83,4.0
850,83,5.0
974,84,1.0
137,84,1.0
1401,84,1.0
1381,84,1.0
595,84,1.0
1477,85,4.0
1108,85,1.0
373,85,5.0
365,85,5.0
319,85,4.0
1437,85,5.0
274,85,5.0
1121,85,4.0
818,85,3.0
421,86,5.0
497,86,5.0
1360,86,5.0
1519,86,5.0
947,86,5.0
1344,86,5.0
346,86,5.0
159,86,5.0
1330,86,5.0
481,86,5.0
1335,87,4.0
1500,87,4.0
400,87,5.0
39,87,5.0
77,87,4.0
486,87,5.0
1258,88,3.0
829,88,4.0
667,88,4.0
793,88,1.0
138,88,5.0
1092,88,4.0
72,88,5.0
107,88,5.0
319,88,5.0
555,88,5.0
454,89,4.0
1507,89,5.0
1403,89,4.0
1232,89,5.0
889,89,3.0
693,89,5.0
109,89,5.0
1330,89,4.0
1234,90,3.0
489,90,5.0
915,90,4.0
1295,90,4.0
1214,90,5.0
1413,90,5.0
1373,90,5.0
935,90,5.0
628,90,4.0
1246,90,4.0
1180,90,3.0
348,90,5.0
63,91,5.0
566,91,4.0
361,91,5.0
399,91,5.0
467,91,4.0
463,92,1.0
1218,92,5.0
1079,92,4.0
395,92,3.0
1368,92,5.0
472,92,5.0
415,92,5.0
614,93,4.0
385,93,5.0
1249,93,4.0
1529,93,4.0
191,93,5.0
739,93,4.0
1416,93,4.0
1115,93,5.0
320,93,5.0
789,93,3.0
21,93,4.0
1460,93,4.0
908,93,4.0
174,93,4.0
502,93,4.0
966,93,3.0
1427,93,4.0
1392,93,5.0
1039,93,5.0
1239,93,4.0
951,93,5.0
1664,93,5.0
1099,93,4.0
1285,93,3.0
495,93,4.0
1017,93,5.0
473,93,4.0
535,93,5.0
1346,93,2.0
1606,93,1.0
519,93,5.0
1311,93,5.0
1309,93,4.0
1287,93,5.0
620,93,5.0
183,93,3.0
1385,93,4.0
1050,93,5.0
929,93,4.0
1681,93,5.0
973,93,5.0
369,93,5.0
134,93,4.0
1548,93,5.0
1022,93,4.0
583,93,5.0
986,93,3.0
882,93,5.0
1575,93,4.0
1095,93,5.0
1000,93,3.0
1674,93,3.0
1100,93,5.0
436,93,5.0
1414,93,5.0
1263,93,5.0
18,93,5.0
237,93,4.0
65,93,4.0
413,93,3.0
920,93,5.0
1111,94,5.0
217,94,2.0
587,94,5.0
1057,94,4.0
1530,94,4.0
66,94,5.0
1265,94,5.0
1339,94,3.0
1323,94,3.0
757,94,2.0
1658,94,5.0
663,95,4.0
1001,95,4.0
1125,95,5.0
863,95,3.0
748,95,4.0
1592,95,3.0
472,95,5.0
1005,96,5.0
1409,96,5.0
1488,96,5.0
1281,96,4.0
1370,96,5.0
874,96,5.0
1133,96,5.0
51,96,4.0
1391,96,4.0
285,96,5.0
709,96,5.0
631,97,5.0
29,97,4.0
1558,97,5.0
1534,97,5.0
440,97,5.0
618,97,5.0
133,97,2.0
595,97,5.0
78,98,5.0
463,98,4.0
1424,98,4.0
991,98,5.0
969,98,5.0
562,99,2.0
564,99,5.0
1188,99,4.0
685,99,4.0
1392,99,5.0
485,99,4.0
773,99,5.0
1218,99,4.0
1293,99,4.0
502,100,5.0
489,100,5.0
248,100,5.0
1591,100,5.0
683,100,5.0
1556,100,5.0
790,101,5.0
478,101,5.0
81,101,5.0
284,101,4.0
1331,101,3.0
941,101,3.0
1466,101,3.0
1386,101,4.0
1591,101,5.0
596,101,4.0
859,101,5.0
768,101,3.0
1263,101,5.0
1256,101,5.0
1121,101,5.0
1436,101,4.0
846,101,1.0
1402,101,3.0
514,102,5.0
1643,102,5.0
542,102,4.0
441,102,5.0
893,102,4.0
81,102,5.0
202,102,5.0
284,102,5.0
1038,102,4.0
399,102,5.0
1485,102,4.0
1009,102,5.0
176,102,5.0
1591,102,5.0
683,102,5.0
879,102,5.0
1519,102,5.0
947,102,4.0
499,102,5.0
547,102,3.0
1556,102,4.0
1121,102,5.0
1192,102,5.0
846,102,5.0
1330,102,4.0
1236,102,5.0
652,102,5.0
306,103,5.0
650,103,4.0
1617,103,4.0
1210,103,5.0
1188,103,3.0
899,103,4.0
590,103,5.0
1507,103,5.0
35,103,5.0
420,103,5.0
1498,103,5.0
1558,103,5.0
459,103,3.0
167,103,5.0
269,103,5.0
256,103,5.0
1621,103,5.0
708,103,5.0
1252,103,5.0
341,103,5.0
249,103,5.0
591,103,5.0
1408,104,4.0
604,104,5.0
1520,104,1.0
1506,104,5.0
937,104,4.0
701,104,1.0
966,104,5.0
82,104,5.0
485,104,1.0
1260,104,5.0
1171,104,5.0
844,104,2.0
1274,104,2.0
1279,104,5.0
37,104,4.0
50,104,2.0
470,104,4.0
4,105,5.0
422,105,5.0
1210,105,5.0
1011,105,5.0
665,105,5.0
280,105,5.0
804,105,5.0
420,105,5.0
167,105,4.0
1368,105,5.0
1144,105,4.0
406,105,5.0
1634,105,5.0
1433,105,3.0
483,105,5.0
572,106,5.0
730,106,4.0
1019,106,5.0
1545,106,5.0
1424,106,2.0
1549,106,5.0
189,106,5.0
318,106,5.0
765,106,5.0
541,106,5.0
215,107,4.0
1300,107,5.0
309,107,4.0
1386,107,4.0
1383,107,4.0
1455,107,5.0
1200,107,2.0
368,107,4.0
1653,107,4.0
859,107,5.0
1253,107,5.0
1642,107,5.0
331,107,4.0
604,108,5.0
279,108,5.0
932,108,4.0
719,108,3.0
704,108,2.0
515,108,5.0
1646,108,5.0
1612,108,5.0
1578,108,5.0
803,109,4.0
1375,109,5.0
1320,109,5.0
836,109,3.0
938,109,5.0
121,110,5.0
1550,110,5.0
279,110,5.0
1149,110,5.0
977,110,5.0
1370,110,5.0
4,111,5.0
1315,111,5.0
198,111,5.0
1507,111,5.0
1471,111,5.0
652,111,5.0
464,112,5.0
1033,112,5.0
145,112,5.0
334,112,5.0
1371,112,5.0
634,113,5.0
827,113,5.0
1260,113,5.0
782,113,5.0
261,113,5.0
1219,113,4.0
699,114,5.0
280,114,4.0
742,114,5.0
70,114,2.0
186,114,5.0
11,115,5.0
584,115,4.0
414,115,5.0
368,115,5.0
914,115,5.0
392,115,5.0
1008,116,5.0
669,116,5.0
493,116,4.0
47,116,4.0
269,116,5.0
132,116,5.0
502,117,5.0
765,117,4.0
621,117,3.0
18,117,3.0
1155,117,4.0
1,118,5.0
324,118,5.0
374,118,5.0
1524,118,5.0
1153,118,5.0
160,118,4.0
1267,118,5.0
1598,118,5.0
837,118,5.0
346,118,4.0
710,118,5.0
1040,118,5.0
93,118,5.0
1189,118,5.0
542,119,3.0
493,119,3.0
373,119,1.0
743,119,5.0
343,119,4.0
1335,120,5.0
455,120,2.0
433,120,5.0
870,120,2.0
566,120,4.0
176,120,4.0
36,120,4.0
1073,120,5.0
799,120,5.0
515,120,4.0
1330,120,4.0
566,121,5.0
1051,121,5.0
799,121,5.0
404,121,5.0
1330,121,4.0
604,122,5.0
1163,122,3.0
1019,122,5.0
500,122,5.0
1536,122,5.0
977,122,5.0
947,122,5.0
1121,122,5.0
556,122,4.0
1353,122,5.0
422,123,3.0
41,123,5.0
982,123,5.0
1061,123,5.0
296,123,5.0
816,123,5.0
1543,123,5.0
247,123,5.0
1082,123,4.0
132,123,5.0
591,123,5.0
39,124,1.0
19,124,4.0
259,124,5.0
1625,124,3.0
1575,124,4.0
768,124,4.0
1168,125,5.0
21,125,5.0
631,125,5.0
1149,125,5.0
1388,125,4.0
1621,125,5.0
1141,125,4.0
249,125,5.0
502,126,5.0
1185,126,3.0
791,126,4.0
1302,126,5.0
402,126,1.0
1415,127,2.0
239,127,3.0
1043,127,5.0
1613,127,5.0
666,127,5.0
335,127,5.0
1317,127,5.0
279,127,5.0
631,127,5.0
1247,127,2.0
785,127,3.0
582,127,4.0
823,127,3.0
1590,127,5.0
746,127,5.0
627,127,5.0
1573,127,4.0
936,127,5.0
1575,127,5.0
1551,127,5.0
866,127,5.0
1630,127,5.0
1556,127,5.0
1121,127,4.0
949,127,5.0
133,127,5.0
1594,127,4.0
93,127,5.0
1577,127,5.0
142,127,5.0
1247,128,1.0
379,128,2.0
399,128,5.0
312,128,2.0
1610,128,4.0
534,128,4.0
340,129,5.0
1130,129,4.0
639,129,4.0
1009,129,3.0
235,129,5.0
894,130,4.0
1615,130,5.0
164,130,5.0
320,130,5.0
98,130,5.0
730,130,4.0
279,130,5.0
480,130,4.0
1124,130,3.0
1322,130,5.0
537,130,3.0
511,130,5.0
232,130,1.0
689,130,5.0
1193,130,5.0
1340,130,5.0
408,130,4.0
874,130,4.0
1050,130,3.0
231,130,4.0
1528,130,2.0
1490,130,4.0
1511,130,4.0
684,130,5.0
434,130,3.0
57,130,4.0
1121,130,5.0
1228,130,5.0
168,131,4.0
492,131,5.0
888,131,5.0
760,131,5.0
86,131,5.0
1117,131,5.0
1069,132,2.0
39,132,5.0
980,132,5.0
1092,132,4.0
497,132,5.0
1060,133,2.0
1163,133,4.0
284,133,5.0
138,133,5.0
1633,133,5.0
1293,133,5.0
1151,133,5.0
1060,134,1.0
1163,134,5.0
104,134,3.0
1002,134,4.0
1151,134,5.0
604,135,4.0
32,135,5.0
1419,135,5.0
1590,135,5.0
661,135,4.0
697,135,5.0
735,135,4.0
1246,136,5.0
1186,136,4.0
1348,136,2.0
994,136,4.0
564,136,4.0
1209,136,3.0
674,136,5.0
697,136,3.0
680,136,5.0
564,137,5.0
1209,137,4.0
674,137,5.0
1246,137,5.0
990,137,5.0
1348,137,4.0
680,137,5.0
632,138,5.0
1482,138,5.0
1302,138,5.0
1487,138,5.0
993,138,1.0
595,138,5.0
271,139,5.0
723,139,4.0
684,139,4.0
787,139,5.0
470,139,5.0
969,139,5.0
1611,140,5.0
1506,140,5.0
206,140,5.0
1125,140,5.0
573,140,5.0
701,140,5.0
1105,140,5.0
1,140,5.0
1299,140,3.0
1079,140,5.0
704,140,5.0
567,140,1.0
1292,140,5.0
1598,140,5.0
875,140,5.0
1168,141,4.0
11,141,3.0
1139,141,3.0
1454,141,3.0
619,141,2.0
463,141,5.0
981,141,5.0
276,141,2.0
1279,141,4.0
914,141,4.0
710,141,5.0
483,141,5.0
806,141,4.0
59,141,4.0
655,142,5.0
162,142,3.0
1665,142,4.0
662,142,5.0
184,142,3.0
1293,142,1.0
1284,142,3.0
671,142,2.0
680,142,3.0
1357,143,2.0
1665,143,4.0
511,143,4.0
1452,143,1.0
236,143,4.0
1121,143,3.0
1231,144,3.0
373,144,5.0
823,144,4.0
365,144,5.0
1406,144,3.0
1437,144,5.0
274,144,5.0
1222,145,5.0
345,145,4.0
449,145,1.0
1089,145,5.0
833,145,4.0
651,145,5.0
152,145,5.0
632,146,5.0
136,146,5.0
292,146,5.0
461,146,5.0
1227,146,5.0
335,146,5.0
1665,146,5.0
1165,146,5.0
480,146,5.0
897,146,5.0
804,146,5.0
1419,146,2.0
909,146,5.0
1671,146,5.0
313,146,1.0
1389,146,5.0
911,146,5.0
977,146,2.0
27,146,5.0
596,146,4.0
19,146,5.0
964,146,5.0
783,146,5.0
128,146,5.0
497,146,5.0
1625,146,5.0
833,146,5.0
1422,146,5.0
1673,146,5.0
258,146,5.0
524,146,4.0
946,146,5.0
917,146,5.0
1192,146,5.0
90,146,5.0
1578,146,5.0
1642,146,5.0
1604,146,5.0
142,146,5.0
573,147,5.0
749,147,1.0
613,147,1.0
1571,147,1.0
1429,147,2.0
1038,148,4.0
683,148,4.0
499,148,4.0
1256,148,4.0
819,148,2.0
1402,148,3.0
266,149,5.0
899,149,4.0
333,149,5.0
1248,149,5.0
540,149,3.0
217,150,3.0
81,150,5.0
1038,150,3.0
375,150,5.0
1386,150,4.0
596,150,5.0
544,150,5.0
653,150,4.0
683,150,5.0
1253,150,4.0
1035,150,5.0
1630,150,5.0
1341,150,5.0
331,150,4.0
456,151,4.0
171,151,1.0
1048,151,5.0
311,151,4.0
697,151,5.0
611,151,5.0
1406,152,4.0
1665,152,5.0
1073,152,5.0
38,152,3.0
1129,152,5.0
1477,153,5.0
790,153,5.0
1613,153,4.0
1665,153,5.0
589,153,5.0
1552,153,5.0
727,153,5.0
1471,153,5.0
1535,153,5.0
689,154,5.0
886,154,5.0
781,154,5.0
343,154,5.0
1274,154,5.0
467,154,5.0
142,154,3.0
250,155,5.0
153,155,5.0
1545,155,5.0
748,155,5.0
1158,155,5.0
1391,155,5.0
709,155,5.0
194,156,4.0
897,156,5.0
1373,156,5.0
1485,156,4.0
912,156,5.0
1376,157,5.0
877,157,5.0
390,157,4.0
1014,157,5.0
1161,157,4.0
4,158,3.0
1047,158,5.0
1244,158,5.0
741,158,5.0
226,158,4.0
22,158,3.0
877,158,5.0
29,158,5.0
935,158,4.0
628,158,4.0
1412,158,5.0
270,158,5.0
1553,158,5.0
1306,158,5.0
394,158,5.0
735,158,3.0
1672,159,1.0
226,159,5.0
1075,159,5.0
405,159,5.0
116,159,5.0
100,160,5.0
572,160,5.0
796,160,4.0
1074,160,5.0
586,160,1.0
78,160,5.0
847,160,5.0
361,160,5.0
176,160,4.0
1092,160,4.0
27,160,3.0
972,160,5.0
1556,160,5.0
953,160,5.0
1125,161,5.0
625,161,4.0
1233,161,5.0
124,161,5.0
791,161,5.0
348,161,1.0
1,162,4.0
1299,162,5.0
1009,162,5.0
1292,162,5.0
179,162,1.0
1612,162,5.0
703,163,5.0
1188,163,3.0
